session,block,valence,trial,feedback_common,present_pavlovian,n_stimuli,early_stop,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,feedback_optimal,feedback_suboptimal,optimal_right,feedback_right,feedback_left,stimulus_right,stimulus_left,n_confusing,optimal_A,primary_outcome_A,primary_outcome_B,secondary_outcome_A,secondary_outcome_B,feedback_A,feedback_B,stimulus_A,stimulus_B,A_on_right
screening,1,0,23,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,24,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,25,false,false,2,true,1,1,1,,,,0.01,0.5,false,0.5,0.01,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,26,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,27,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,28,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,29,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,30,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,31,false,false,2,true,1,1,1,,,,0.01,0.5,true,0.01,0.5,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,32,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,33,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,34,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,35,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,36,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,37,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,38,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,39,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,40,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,41,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,42,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,43,false,false,2,true,1,1,1,,,,0.01,0.5,false,0.5,0.01,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,44,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,45,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,46,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,47,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,48,true,false,2,true,1,1,1,,,,1.0,0.01,true,1.0,0.01,staple_1.jpg,puppy_1.jpg,,,,,,,,,,,
screening,1,0,49,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
screening,1,0,50,true,false,2,true,1,1,1,,,,1.0,0.01,false,0.01,1.0,puppy_1.jpg,staple_1.jpg,,,,,,,,,,,
wk0,1,0,1,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,jigsaw_puzzle_2.jpg,bamboo_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,false
wk0,1,0,2,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,jigsaw_puzzle_2.jpg,bamboo_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,false
wk0,1,0,3,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,jigsaw_puzzle_2.jpg,bamboo_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,false
wk0,1,0,4,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,true
wk0,1,0,5,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,jigsaw_puzzle_2.jpg,bamboo_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,false
wk0,1,0,6,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,jigsaw_puzzle_2.jpg,bamboo_1.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,false
wk0,1,0,7,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,true
wk0,1,0,8,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,true
wk0,1,0,9,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,true
wk0,1,0,10,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,0,false,0.5,1.0,,,0.5,1.0,bamboo_1.jpg,jigsaw_puzzle_2.jpg,true
wk0,2,0,1,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,bamboo_2.jpg,loveseat_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,false
wk0,2,0,2,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,bamboo_2.jpg,loveseat_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,false
wk0,2,0,3,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,true
wk0,2,0,4,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,true
wk0,2,0,5,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,true
wk0,2,0,6,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,true
wk0,2,0,7,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,bamboo_2.jpg,loveseat_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,false
wk0,2,0,8,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,bamboo_2.jpg,loveseat_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,false
wk0,2,0,9,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,bamboo_2.jpg,loveseat_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,false
wk0,2,0,10,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,loveseat_1.jpg,bamboo_2.jpg,true
wk0,3,0,1,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,loveseat_2.jpg,pinball_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,false
wk0,3,0,2,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,true
wk0,3,0,3,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,loveseat_2.jpg,pinball_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,false
wk0,3,0,4,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,true
wk0,3,0,5,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,loveseat_2.jpg,pinball_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,false
wk0,3,0,6,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,loveseat_2.jpg,pinball_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,false
wk0,3,0,7,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,true
wk0,3,0,8,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,true
wk0,3,0,9,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,true
wk0,3,0,10,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,loveseat_2.jpg,pinball_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pinball_1.jpg,loveseat_2.jpg,false
wk0,4,0,1,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pinball_2.jpg,cabbage_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,false
wk0,4,0,2,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,true
wk0,4,0,3,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pinball_2.jpg,cabbage_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,false
wk0,4,0,4,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pinball_2.jpg,cabbage_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,false
wk0,4,0,5,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,true
wk0,4,0,6,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,true
wk0,4,0,7,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,true
wk0,4,0,8,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pinball_2.jpg,cabbage_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,false
wk0,4,0,9,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,true
wk0,4,0,10,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pinball_2.jpg,cabbage_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cabbage_1.jpg,pinball_2.jpg,false
wk0,5,0,1,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cabbage_2.jpg,horseshoe_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,false
wk0,5,0,2,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,true
wk0,5,0,3,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cabbage_2.jpg,horseshoe_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,false
wk0,5,0,4,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cabbage_2.jpg,horseshoe_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,false
wk0,5,0,5,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,true
wk0,5,0,6,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cabbage_2.jpg,horseshoe_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,false
wk0,5,0,7,false,true,2,true,1,1,5,,,,,,false,1.0,-1.0,horseshoe_1.jpg,cabbage_2.jpg,1,false,-0.5,0.5,1.0,-1.0,1.0,-1.0,horseshoe_1.jpg,cabbage_2.jpg,true
wk0,5,0,8,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cabbage_2.jpg,horseshoe_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,false
wk0,5,0,9,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,true
wk0,5,0,10,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,horseshoe_1.jpg,cabbage_2.jpg,true
wk0,6,0,1,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,horseshoe_2.jpg,paint_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,false
wk0,6,0,2,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,true
wk0,6,0,3,false,true,2,true,1,1,6,,,,,,true,0.5,-0.5,horseshoe_2.jpg,paint_1.jpg,1,false,0.01,-0.01,-0.5,0.5,-0.5,0.5,paint_1.jpg,horseshoe_2.jpg,false
wk0,6,0,4,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,true
wk0,6,0,5,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,true
wk0,6,0,6,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,true
wk0,6,0,7,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,true
wk0,6,0,8,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,horseshoe_2.jpg,paint_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,false
wk0,6,0,9,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,horseshoe_2.jpg,paint_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,false
wk0,6,0,10,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,horseshoe_2.jpg,paint_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,paint_1.jpg,horseshoe_2.jpg,false
wk0,7,0,1,true,true,2,true,1,1,7,,,,,,false,0.01,1.0,paint_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,false
wk0,7,0,2,false,true,2,true,1,1,7,,,,,,true,-0.5,-1.0,iceskate_1.jpg,paint_2.jpg,1,true,1.0,0.01,-0.5,-1.0,-0.5,-1.0,iceskate_1.jpg,paint_2.jpg,true
wk0,7,0,3,true,true,2,true,1,1,7,,,,,,true,1.0,0.01,iceskate_1.jpg,paint_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,true
wk0,7,0,4,true,true,2,true,1,1,7,,,,,,true,1.0,0.01,iceskate_1.jpg,paint_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,true
wk0,7,0,5,true,true,2,true,1,1,7,,,,,,false,0.01,1.0,paint_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,false
wk0,7,0,6,true,true,2,true,1,1,7,,,,,,true,1.0,0.01,iceskate_1.jpg,paint_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,true
wk0,7,0,7,true,true,2,true,1,1,7,,,,,,false,0.01,1.0,paint_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,false
wk0,7,0,8,true,true,2,true,1,1,7,,,,,,false,0.01,1.0,paint_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,false
wk0,7,0,9,true,true,2,true,1,1,7,,,,,,false,0.01,1.0,paint_2.jpg,iceskate_1.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,false
wk0,7,0,10,true,true,2,true,1,1,7,,,,,,true,1.0,0.01,iceskate_1.jpg,paint_2.jpg,1,true,1.0,0.01,-0.5,-1.0,1.0,0.01,iceskate_1.jpg,paint_2.jpg,true
wk0,8,0,1,true,true,2,true,1,1,8,,,,,,false,-1.0,1.0,iceskate_2.jpg,pickle_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,false
wk0,8,0,2,true,true,2,true,1,1,8,,,,,,true,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,true
wk0,8,0,3,true,true,2,true,1,1,8,,,,,,true,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,true
wk0,8,0,4,true,true,2,true,1,1,8,,,,,,true,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,true
wk0,8,0,5,true,true,2,true,1,1,8,,,,,,true,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,true
wk0,8,0,6,true,true,2,true,1,1,8,,,,,,false,-1.0,1.0,iceskate_2.jpg,pickle_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,false
wk0,8,0,7,true,true,2,true,1,1,8,,,,,,true,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,true
wk0,8,0,8,true,true,2,true,1,1,8,,,,,,false,-1.0,1.0,iceskate_2.jpg,pickle_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,false
wk0,8,0,9,false,true,2,true,1,1,8,,,,,,false,0.01,-1.0,iceskate_2.jpg,pickle_1.jpg,1,true,1.0,-1.0,-1.0,0.01,-1.0,0.01,pickle_1.jpg,iceskate_2.jpg,false
wk0,8,0,10,true,true,2,true,1,1,8,,,,,,false,-1.0,1.0,iceskate_2.jpg,pickle_1.jpg,1,true,1.0,-1.0,-1.0,0.01,1.0,-1.0,pickle_1.jpg,iceskate_2.jpg,false
wk0,9,0,1,true,true,2,true,1,1,9,,,,,,false,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,true
wk0,9,0,2,true,true,2,true,1,1,9,,,,,,false,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,true
wk0,9,0,3,true,true,2,true,1,1,9,,,,,,true,1.0,-0.01,pickle_2.jpg,sugar_cube_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,false
wk0,9,0,4,false,true,2,true,1,1,9,,,,,,true,-0.01,-0.5,pickle_2.jpg,sugar_cube_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.5,-0.01,sugar_cube_1.jpg,pickle_2.jpg,false
wk0,9,0,5,false,true,2,true,1,1,9,,,,,,false,-0.5,-0.01,sugar_cube_1.jpg,pickle_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.5,-0.01,sugar_cube_1.jpg,pickle_2.jpg,true
wk0,9,0,6,true,true,2,true,1,1,9,,,,,,true,1.0,-0.01,pickle_2.jpg,sugar_cube_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,false
