block,n_pairs,valence,n_confusing,pair,cpair,fifty_high,appearance,mini_block,order_var,trial,feedback_common,variable_magnitude,feedback_optimal,feedback_suboptimal,session,stimulus_A,stimulus_B,optimal_A,A_on_right,stimulus_right,stimulus_left,optimal_right,feedback_right,feedback_left
3,5,1,0,3,7,false,4,3,3,18,true,0.01,1.0,0.01,1,socks1.png,hairbrush2.png,true,true,socks1.png,hairbrush2.png,true,1.0,0.01
3,5,1,0,4,8,true,4,3,4,19,true,1.0,1.0,0.01,1,tongs1.png,cookpot2.png,false,true,tongs1.png,cookpot2.png,false,0.01,1.0
3,5,1,0,1,5,true,5,3,5,20,true,0.5,0.5,0.01,1,windchime1.png,desk2.png,false,false,desk2.png,windchime1.png,true,0.5,0.01
3,5,1,0,4,8,true,5,3,6,21,true,0.5,0.5,0.01,1,tongs1.png,cookpot2.png,false,false,cookpot2.png,tongs1.png,true,0.5,0.01
3,5,1,0,2,6,true,5,3,7,22,true,0.5,0.5,0.01,1,camera1.png,toyrabbit2.png,true,false,toyrabbit2.png,camera1.png,false,0.01,0.5
3,5,1,0,5,9,true,4,3,8,23,true,0.5,0.5,0.01,1,airplane1.png,bell2.png,false,true,airplane1.png,bell2.png,false,0.01,0.5
3,5,1,0,5,9,true,5,3,9,24,true,0.5,0.5,0.01,1,airplane1.png,bell2.png,false,false,bell2.png,airplane1.png,true,0.5,0.01
3,5,1,0,3,7,false,5,3,10,25,true,0.01,1.0,0.01,1,socks1.png,hairbrush2.png,true,false,hairbrush2.png,socks1.png,false,0.01,1.0
3,5,1,0,4,8,true,6,4,1,26,true,1.0,1.0,0.01,1,tongs1.png,cookpot2.png,false,false,cookpot2.png,tongs1.png,true,1.0,0.01
3,5,1,0,1,5,true,6,4,2,27,true,0.5,0.5,0.01,1,windchime1.png,desk2.png,false,false,desk2.png,windchime1.png,true,0.5,0.01
3,5,1,0,5,9,true,6,4,3,28,true,1.0,1.0,0.01,1,airplane1.png,bell2.png,false,false,bell2.png,airplane1.png,true,1.0,0.01
3,5,1,0,3,7,false,6,4,4,29,true,0.5,1.0,0.5,1,socks1.png,hairbrush2.png,true,false,hairbrush2.png,socks1.png,false,0.5,1.0
3,5,1,0,3,7,false,7,4,5,30,true,0.01,1.0,0.01,1,socks1.png,hairbrush2.png,true,false,hairbrush2.png,socks1.png,false,0.01,1.0
3,5,1,0,2,6,true,6,4,6,31,true,1.0,1.0,0.01,1,camera1.png,toyrabbit2.png,true,false,toyrabbit2.png,camera1.png,false,0.01,1.0
3,5,1,0,1,5,true,7,4,7,32,true,1.0,1.0,0.01,1,windchime1.png,desk2.png,false,false,desk2.png,windchime1.png,true,1.0,0.01
3,5,1,0,4,8,true,7,4,8,33,true,1.0,1.0,0.01,1,tongs1.png,cookpot2.png,false,false,cookpot2.png,tongs1.png,true,1.0,0.01
3,5,1,0,2,6,true,7,4,9,34,true,0.5,0.5,0.01,1,camera1.png,toyrabbit2.png,true,false,toyrabbit2.png,camera1.png,false,0.01,0.5
3,5,1,0,5,9,true,7,4,10,35,true,0.5,0.5,0.01,1,airplane1.png,bell2.png,false,false,bell2.png,airplane1.png,true,0.5,0.01
4,1,-1,0,1,10,true,1,1,1,1,true,0.5,-0.01,-0.5,1,chair1.png,airplane2.png,true,false,airplane2.png,chair1.png,false,-0.5,-0.01
4,1,-1,0,1,10,true,2,2,1,2,true,1.0,-0.01,-1.0,1,chair1.png,airplane2.png,true,true,chair1.png,airplane2.png,true,-0.01,-1.0
4,1,-1,0,1,10,true,3,2,2,3,true,0.5,-0.01,-0.5,1,chair1.png,airplane2.png,true,true,chair1.png,airplane2.png,true,-0.01,-0.5
4,1,-1,0,1,10,true,4,3,1,4,true,1.0,-0.01,-1.0,1,chair1.png,airplane2.png,true,true,chair1.png,airplane2.png,true,-0.01,-1.0
4,1,-1,0,1,10,true,5,3,2,5,true,0.5,-0.01,-0.5,1,chair1.png,airplane2.png,true,false,airplane2.png,chair1.png,false,-0.5,-0.01
4,1,-1,0,1,10,true,6,4,1,6,true,1.0,-0.01,-1.0,1,chair1.png,airplane2.png,true,false,airplane2.png,chair1.png,false,-1.0,-0.01
4,1,-1,0,1,10,true,7,4,2,7,true,0.5,-0.01,-0.5,1,chair1.png,airplane2.png,true,false,airplane2.png,chair1.png,false,-0.5,-0.01
5,3,1,0,1,11,false,1,1,1,1,true,0.01,1.0,0.01,1,trumpet1.png,chair2.png,false,false,chair2.png,trumpet1.png,true,1.0,0.01
5,3,1,0,3,13,false,1,1,2,2,true,0.01,1.0,0.01,1,broom1.png,frisbee2.png,true,false,frisbee2.png,broom1.png,false,0.01,1.0
5,3,1,0,2,12,true,1,1,3,3,true,1.0,1.0,0.01,1,vase1.png,train2.png,true,false,train2.png,vase1.png,false,0.01,1.0
5,3,1,0,3,13,false,2,2,1,4,true,0.5,1.0,0.5,1,broom1.png,frisbee2.png,true,true,broom1.png,frisbee2.png,true,1.0,0.5
5,3,1,0,3,13,false,3,2,2,5,true,0.01,1.0,0.01,1,broom1.png,frisbee2.png,true,true,broom1.png,frisbee2.png,true,1.0,0.01
5,3,1,0,2,12,true,2,2,3,6,true,0.5,0.5,0.01,1,vase1.png,train2.png,true,true,vase1.png,train2.png,true,0.5,0.01
5,3,1,0,1,11,false,2,2,4,7,true,0.5,1.0,0.5,1,trumpet1.png,chair2.png,false,true,trumpet1.png,chair2.png,false,0.5,1.0
5,3,1,0,1,11,false,3,2,5,8,true,0.5,1.0,0.5,1,trumpet1.png,chair2.png,false,true,trumpet1.png,chair2.png,false,0.5,1.0
5,3,1,0,2,12,true,3,2,6,9,true,1.0,1.0,0.01,1,vase1.png,train2.png,true,true,vase1.png,train2.png,true,1.0,0.01
5,3,1,0,2,12,true,4,3,1,10,true,0.5,0.5,0.01,1,vase1.png,train2.png,true,true,vase1.png,train2.png,true,0.5,0.01
5,3,1,0,2,12,true,5,3,2,11,true,0.5,0.5,0.01,1,vase1.png,train2.png,true,false,train2.png,vase1.png,false,0.01,0.5
5,3,1,0,3,13,false,4,3,3,12,true,0.5,1.0,0.5,1,broom1.png,frisbee2.png,true,true,broom1.png,frisbee2.png,true,1.0,0.5
5,3,1,0,3,13,false,5,3,4,13,true,0.01,1.0,0.01,1,broom1.png,frisbee2.png,true,false,frisbee2.png,broom1.png,false,0.01,1.0
5,3,1,0,1,11,false,4,3,5,14,true,0.01,1.0,0.01,1,trumpet1.png,chair2.png,false,true,trumpet1.png,chair2.png,false,0.01,1.0
5,3,1,0,1,11,false,5,3,6,15,true,0.5,1.0,0.5,1,trumpet1.png,chair2.png,false,false,chair2.png,trumpet1.png,true,1.0,0.5
5,3,1,0,1,11,false,6,4,1,16,true,0.5,1.0,0.5,1,trumpet1.png,chair2.png,false,false,chair2.png,trumpet1.png,true,1.0,0.5
5,3,1,0,3,13,false,6,4,2,17,true,0.5,1.0,0.5,1,broom1.png,frisbee2.png,true,false,frisbee2.png,broom1.png,false,0.5,1.0
5,3,1,0,3,13,false,7,4,3,18,true,0.5,1.0,0.5,1,broom1.png,frisbee2.png,true,false,frisbee2.png,broom1.png,false,0.5,1.0
5,3,1,0,1,11,false,7,4,4,19,true,0.01,1.0,0.01,1,trumpet1.png,chair2.png,false,false,chair2.png,trumpet1.png,true,1.0,0.01
5,3,1,0,2,12,true,6,4,5,20,true,1.0,1.0,0.01,1,vase1.png,train2.png,true,false,train2.png,vase1.png,false,0.01,1.0
5,3,1,0,2,12,true,7,4,6,21,true,0.5,0.5,0.01,1,vase1.png,train2.png,true,false,train2.png,vase1.png,false,0.01,0.5
6,5,-1,0,3,16,true,1,1,1,1,true,1.0,-0.01,-1.0,1,lamp1.png,broom2.png,false,false,broom2.png,lamp1.png,true,-0.01,-1.0
6,5,-1,0,1,14,false,1,1,2,2,true,0.01,-0.01,-1,1,tent1.png,trumpet2.png,false,false,trumpet2.png,tent1.png,true,-0.01,-1
6,5,-1,0,5,18,true,1,1,3,3,true,0.5,-0.01,-0.5,1,cookingpan1.png,microwave2.png,false,false,microwave2.png,cookingpan1.png,true,-0.01,-0.5
6,5,-1,0,2,15,false,1,1,4,4,true,0.01,-0.01,-1,1,speakers1.png,vase2.png,true,false,vase2.png,speakers1.png,false,-1,-0.01
6,5,-1,0,4,17,true,1,1,5,5,true,0.5,-0.01,-0.5,1,hourglass1.png,necktie2.png,true,false,necktie2.png,hourglass1.png,false,-0.5,-0.01
6,5,-1,0,5,18,true,2,2,1,6,true,1.0,-0.01,-1.0,1,cookingpan1.png,microwave2.png,false,true,cookingpan1.png,microwave2.png,false,-1.0,-0.01
6,5,-1,0,1,14,false,2,2,2,7,true,0.5,-0.5,-1,1,tent1.png,trumpet2.png,false,true,tent1.png,trumpet2.png,false,-1,-0.5
6,5,-1,0,2,15,false,2,2,3,8,true,0.01,-0.01,-1,1,speakers1.png,vase2.png,true,true,speakers1.png,vase2.png,true,-0.01,-1
6,5,-1,0,4,17,true,2,2,4,9,true,0.5,-0.01,-0.5,1,hourglass1.png,necktie2.png,true,true,hourglass1.png,necktie2.png,true,-0.01,-0.5
6,5,-1,0,1,14,false,3,2,5,10,true,0.01,-0.01,-1,1,tent1.png,trumpet2.png,false,true,tent1.png,trumpet2.png,false,-1,-0.01
6,5,-1,0,4,17,true,3,2,6,11,true,0.5,-0.01,-0.5,1,hourglass1.png,necktie2.png,true,true,hourglass1.png,necktie2.png,true,-0.01,-0.5
6,5,-1,0,3,16,true,2,2,7,12,true,1.0,-0.01,-1.0,1,lamp1.png,broom2.png,false,true,lamp1.png,broom2.png,false,-1.0,-0.01
6,5,-1,0,2,15,false,3,2,8,13,true,0.01,-0.01,-1,1,speakers1.png,vase2.png,true,true,speakers1.png,vase2.png,true,-0.01,-1
6,5,-1,0,3,16,true,3,2,9,14,true,0.5,-0.01,-0.5,1,lamp1.png,broom2.png,false,true,lamp1.png,broom2.png,false,-0.5,-0.01
6,5,-1,0,5,18,true,3,2,10,15,true,0.5,-0.01,-0.5,1,cookingpan1.png,microwave2.png,false,true,cookingpan1.png,microwave2.png,false,-0.5,-0.01
6,5,-1,0,5,18,true,4,3,1,16,true,1.0,-0.01,-1.0,1,cookingpan1.png,microwave2.png,false,true,cookingpan1.png,microwave2.png,false,-1.0,-0.01
6,5,-1,0,4,17,true,4,3,2,17,true,1.0,-0.01,-1.0,1,hourglass1.png,necktie2.png,true,true,hourglass1.png,necktie2.png,true,-0.01,-1.0
6,5,-1,0,2,15,false,4,3,3,18,true,0.5,-0.5,-1,1,speakers1.png,vase2.png,true,true,speakers1.png,vase2.png,true,-0.5,-1
6,5,-1,0,3,16,true,4,3,4,19,true,0.5,-0.01,-0.5,1,lamp1.png,broom2.png,false,true,lamp1.png,broom2.png,false,-0.5,-0.01
6,5,-1,0,3,16,true,5,3,5,20,true,1.0,-0.01,-1.0,1,lamp1.png,broom2.png,false,false,broom2.png,lamp1.png,true,-0.01,-1.0
6,5,-1,0,1,14,false,4,3,6,21,true,0.5,-0.5,-1,1,tent1.png,trumpet2.png,false,true,tent1.png,trumpet2.png,false,-1,-0.5
6,5,-1,0,1,14,false,5,3,7,22,true,0.5,-0.5,-1,1,tent1.png,trumpet2.png,false,false,trumpet2.png,tent1.png,true,-0.5,-1
6,5,-1,0,5,18,true,5,3,8,23,true,0.5,-0.01,-0.5,1,cookingpan1.png,microwave2.png,false,false,microwave2.png,cookingpan1.png,true,-0.01,-0.5
6,5,-1,0,4,17,true,5,3,9,24,true,1.0,-0.01,-1.0,1,hourglass1.png,necktie2.png,true,false,necktie2.png,hourglass1.png,false,-1.0,-0.01
6,5,-1,0,2,15,false,5,3,10,25,true,0.5,-0.5,-1,1,speakers1.png,vase2.png,true,false,vase2.png,speakers1.png,false,-1,-0.5
6,5,-1,0,1,14,false,6,4,1,26,true,0.5,-0.5,-1,1,tent1.png,trumpet2.png,false,false,trumpet2.png,tent1.png,true,-0.5,-1
6,5,-1,0,3,16,true,6,4,2,27,true,0.5,-0.01,-0.5,1,lamp1.png,broom2.png,false,false,broom2.png,lamp1.png,true,-0.01,-0.5
6,5,-1,0,4,17,true,6,4,3,28,true,1.0,-0.01,-1.0,1,hourglass1.png,necktie2.png,true,false,necktie2.png,hourglass1.png,false,-1.0,-0.01
6,5,-1,0,1,14,false,7,4,4,29,true,0.01,-0.01,-1,1,tent1.png,trumpet2.png,false,false,trumpet2.png,tent1.png,true,-0.01,-1
6,5,-1,0,5,18,true,6,4,5,30,true,1.0,-0.01,-1.0,1,cookingpan1.png,microwave2.png,false,false,microwave2.png,cookingpan1.png,true,-0.01,-1.0
6,5,-1,0,2,15,false,6,4,6,31,true,0.5,-0.5,-1,1,speakers1.png,vase2.png,true,false,vase2.png,speakers1.png,false,-1,-0.5
6,5,-1,0,4,17,true,7,4,7,32,true,0.5,-0.01,-0.5,1,hourglass1.png,necktie2.png,true,false,necktie2.png,hourglass1.png,false,-0.5,-0.01
6,5,-1,0,5,18,true,7,4,8,33,true,0.5,-0.01,-0.5,1,cookingpan1.png,microwave2.png,false,false,microwave2.png,cookingpan1.png,true,-0.01,-0.5
6,5,-1,0,3,16,true,7,4,9,34,true,1.0,-0.01,-1.0,1,lamp1.png,broom2.png,false,false,broom2.png,lamp1.png,true,-0.01,-1.0
6,5,-1,0,2,15,false,7,4,10,35,true,0.01,-0.01,-1,1,speakers1.png,vase2.png,true,false,vase2.png,speakers1.png,false,-1,-0.01
7,3,-1,0,2,20,false,1,1,1,1,true,0.5,-0.5,-1,1,easteregg1.png,hourglass2.png,false,false,hourglass2.png,easteregg1.png,true,-0.5,-1
7,3,-1,0,3,21,false,1,1,2,2,true,0.01,-0.01,-1,1,balloon1.png,cookingpan2.png,false,false,cookingpan2.png,balloon1.png,true,-0.01,-1
7,3,-1,0,1,19,false,1,1,3,3,true,0.5,-0.5,-1,1,watch1.png,lamp2.png,false,false,lamp2.png,watch1.png,true,-0.5,-1
7,3,-1,0,3,21,false,2,2,1,4,true,0.5,-0.5,-1,1,balloon1.png,cookingpan2.png,false,true,balloon1.png,cookingpan2.png,false,-1,-0.5
7,3,-1,0,3,21,false,3,2,2,5,true,0.01,-0.01,-1,1,balloon1.png,cookingpan2.png,false,true,balloon1.png,cookingpan2.png,false,-1,-0.01
7,3,-1,0,1,19,false,2,2,3,6,true,0.5,-0.5,-1,1,watch1.png,lamp2.png,false,true,watch1.png,lamp2.png,false,-1,-0.5
7,3,-1,0,2,20,false,2,2,4,7,true,0.5,-0.5,-1,1,easteregg1.png,hourglass2.png,false,true,easteregg1.png,hourglass2.png,false,-1,-0.5
7,3,-1,0,1,19,false,3,2,5,8,true,0.01,-0.01,-1,1,watch1.png,lamp2.png,false,true,watch1.png,lamp2.png,false,-1,-0.01
7,3,-1,0,2,20,false,3,2,6,9,true,0.01,-0.01,-1,1,easteregg1.png,hourglass2.png,false,true,easteregg1.png,hourglass2.png,false,-1,-0.01
7,3,-1,0,1,19,false,4,3,1,10,true,0.01,-0.01,-1,1,watch1.png,lamp2.png,false,true,watch1.png,lamp2.png,false,-1,-0.01
7,3,-1,0,3,21,false,4,3,2,11,true,0.01,-0.01,-1,1,balloon1.png,cookingpan2.png,false,true,balloon1.png,cookingpan2.png,false,-1,-0.01
7,3,-1,0,2,20,false,4,3,3,12,true,0.01,-0.01,-1,1,easteregg1.png,hourglass2.png,false,true,easteregg1.png,hourglass2.png,false,-1,-0.01
7,3,-1,0,1,19,false,5,3,4,13,true,0.5,-0.5,-1,1,watch1.png,lamp2.png,false,false,lamp2.png,watch1.png,true,-0.5,-1
7,3,-1,0,2,20,false,5,3,5,14,true,0.5,-0.5,-1,1,easteregg1.png,hourglass2.png,false,false,hourglass2.png,easteregg1.png,true,-0.5,-1
7,3,-1,0,3,21,false,5,3,6,15,true,0.01,-0.01,-1,1,balloon1.png,cookingpan2.png,false,false,cookingpan2.png,balloon1.png,true,-0.01,-1
7,3,-1,0,1,19,false,6,4,1,16,true,0.5,-0.5,-1,1,watch1.png,lamp2.png,false,false,lamp2.png,watch1.png,true,-0.5,-1
7,3,-1,0,2,20,false,6,4,2,17,true,0.5,-0.5,-1,1,easteregg1.png,hourglass2.png,false,false,hourglass2.png,easteregg1.png,true,-0.5,-1
7,3,-1,0,1,19,false,7,4,3,18,true,0.01,-0.01,-1,1,watch1.png,lamp2.png,false,false,lamp2.png,watch1.png,true,-0.01,-1
7,3,-1,0,3,21,false,6,4,4,19,true,0.5,-0.5,-1,1,balloon1.png,cookingpan2.png,false,false,cookingpan2.png,balloon1.png,true,-0.5,-1
7,3,-1,0,2,20,false,7,4,5,20,true,0.01,-0.01,-1,1,easteregg1.png,hourglass2.png,false,false,hourglass2.png,easteregg1.png,true,-0.01,-1
7,3,-1,0,3,21,false,7,4,6,21,true,0.5,-0.5,-1,1,balloon1.png,cookingpan2.png,false,false,cookingpan2.png,balloon1.png,true,-0.5,-1
8,5,1,0,1,22,false,1,1,1,1,true,0.5,1.0,0.5,1,spoon1.png,watch2.png,false,false,watch2.png,spoon1.png,true,1.0,0.5
8,5,1,0,4,25,false,1,1,2,2,true,0.5,1.0,0.5,1,scale1.png,kayak2.png,false,false,kayak2.png,scale1.png,true,1.0,0.5
8,5,1,0,3,24,true,1,1,3,3,true,1.0,1.0,0.01,1,beanbag1.png,balloon2.png,true,false,balloon2.png,beanbag1.png,false,0.01,1.0
8,5,1,0,2,23,false,1,1,4,4,true,0.01,1.0,0.01,1,recorder1.png,easteregg2.png,false,false,easteregg2.png,recorder1.png,true,1.0,0.01
8,5,1,0,5,26,false,1,1,5,5,true,0.01,1.0,0.01,1,suitcase1.png,abacus2.png,true,false,abacus2.png,suitcase1.png,false,0.01,1.0
8,5,1,0,1,22,false,2,2,1,6,true,0.01,1.0,0.01,1,spoon1.png,watch2.png,false,true,spoon1.png,watch2.png,false,0.01,1.0
8,5,1,0,3,24,true,2,2,2,7,true,0.5,0.5,0.01,1,beanbag1.png,balloon2.png,true,true,beanbag1.png,balloon2.png,true,0.5,0.01
8,5,1,0,5,26,false,2,2,3,8,true,0.5,1.0,0.5,1,suitcase1.png,abacus2.png,true,true,suitcase1.png,abacus2.png,true,1.0,0.5
8,5,1,0,2,23,false,2,2,4,9,true,0.01,1.0,0.01,1,recorder1.png,easteregg2.png,false,true,recorder1.png,easteregg2.png,false,0.01,1.0
8,5,1,0,2,23,false,3,2,5,10,true,0.5,1.0,0.5,1,recorder1.png,easteregg2.png,false,true,recorder1.png,easteregg2.png,false,0.5,1.0
8,5,1,0,1,22,false,3,2,6,11,true,0.01,1.0,0.01,1,spoon1.png,watch2.png,false,true,spoon1.png,watch2.png,false,0.01,1.0
8,5,1,0,3,24,true,3,2,7,12,true,0.5,0.5,0.01,1,beanbag1.png,balloon2.png,true,true,beanbag1.png,balloon2.png,true,0.5,0.01
8,5,1,0,4,25,false,2,2,8,13,true,0.01,1.0,0.01,1,scale1.png,kayak2.png,false,true,scale1.png,kayak2.png,false,0.01,1.0
8,5,1,0,5,26,false,3,2,9,14,true,0.01,1.0,0.01,1,suitcase1.png,abacus2.png,true,true,suitcase1.png,abacus2.png,true,1.0,0.01
8,5,1,0,4,25,false,3,2,10,15,true,0.5,1.0,0.5,1,scale1.png,kayak2.png,false,true,scale1.png,kayak2.png,false,0.5,1.0
8,5,1,0,5,26,false,4,3,1,16,true,0.01,1.0,0.01,1,suitcase1.png,abacus2.png,true,true,suitcase1.png,abacus2.png,true,1.0,0.01
8,5,1,0,2,23,false,4,3,2,17,true,0.01,1.0,0.01,1,recorder1.png,easteregg2.png,false,true,recorder1.png,easteregg2.png,false,0.01,1.0
8,5,1,0,1,22,false,4,3,3,18,true,0.5,1.0,0.5,1,spoon1.png,watch2.png,false,true,spoon1.png,watch2.png,false,0.5,1.0
8,5,1,0,3,24,true,4,3,4,19,true,0.5,0.5,0.01,1,beanbag1.png,balloon2.png,true,true,beanbag1.png,balloon2.png,true,0.5,0.01
