session,trial,feedback_common,variable_magnitude,n_confusing,fifty_high,block,valence,feedback_high,feedback_low,feedback_optimal,feedback_suboptimal,pair,stimulus_A,stimulus_B,optimal_A,A_on_right,stimulus_right,stimulus_left,optimal_right,feedback_right,feedback_left,n_stimuli,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,present_pavlovian,early_stop
1,7,true,1.0,1,true,4,1,1.0,0.01,1.0,0.01,1,screwdriver_1.jpg,wok_2.jpg,true,false,wok_2.jpg,screwdriver_1.jpg,false,0.01,1.0,2,1,1,4,,,,true,false
1,8,true,1.0,1,true,4,1,1.0,0.01,1.0,0.01,1,screwdriver_1.jpg,wok_2.jpg,true,true,screwdriver_1.jpg,wok_2.jpg,true,1.0,0.01,2,1,1,4,,,,true,false
1,9,true,1.0,1,true,4,1,1.0,0.01,1.0,0.01,1,screwdriver_1.jpg,wok_2.jpg,true,false,wok_2.jpg,screwdriver_1.jpg,false,0.01,1.0,2,1,1,4,,,,true,false
1,10,true,1.0,1,true,4,1,1.0,0.01,1.0,0.01,1,screwdriver_1.jpg,wok_2.jpg,true,false,wok_2.jpg,screwdriver_1.jpg,false,0.01,1.0,2,1,1,4,,,,true,false
1,1,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,true,pancake_1.jpg,screwdriver_2.jpg,false,-1.0,-0.01,2,1,1,5,,,,true,false
1,2,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,false,screwdriver_2.jpg,pancake_1.jpg,true,-0.01,-1.0,2,1,1,5,,,,true,false
1,3,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,true,pancake_1.jpg,screwdriver_2.jpg,false,-1.0,-0.01,2,1,1,5,,,,true,false
1,4,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,true,pancake_1.jpg,screwdriver_2.jpg,false,-1.0,-0.01,2,1,1,5,,,,true,false
1,5,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,true,pancake_1.jpg,screwdriver_2.jpg,false,-1.0,-0.01,2,1,1,5,,,,true,false
1,6,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,true,pancake_1.jpg,screwdriver_2.jpg,false,-1.0,-0.01,2,1,1,5,,,,true,false
1,7,true,0.5,0,true,5,-1,-0.01,-0.5,-0.01,-0.5,1,pancake_1.jpg,screwdriver_2.jpg,false,false,screwdriver_2.jpg,pancake_1.jpg,true,-0.01,-0.5,2,1,1,5,,,,true,false
1,8,true,0.5,0,true,5,-1,-0.01,-0.5,-0.01,-0.5,1,pancake_1.jpg,screwdriver_2.jpg,false,false,screwdriver_2.jpg,pancake_1.jpg,true,-0.01,-0.5,2,1,1,5,,,,true,false
1,9,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,false,screwdriver_2.jpg,pancake_1.jpg,true,-0.01,-1.0,2,1,1,5,,,,true,false
1,10,true,1.0,0,true,5,-1,-0.01,-1.0,-0.01,-1.0,1,pancake_1.jpg,screwdriver_2.jpg,false,false,screwdriver_2.jpg,pancake_1.jpg,true,-0.01,-1.0,2,1,1,5,,,,true,false
1,1,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,false,pancake_2.jpg,stopwatch_1.jpg,true,1.0,0.01,2,1,1,6,,,,true,false
1,2,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,true,stopwatch_1.jpg,pancake_2.jpg,false,0.01,1.0,2,1,1,6,,,,true,false
1,3,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,true,stopwatch_1.jpg,pancake_2.jpg,false,0.01,1.0,2,1,1,6,,,,true,false
1,4,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,false,pancake_2.jpg,stopwatch_1.jpg,true,1.0,0.01,2,1,1,6,,,,true,false
1,5,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,true,stopwatch_1.jpg,pancake_2.jpg,false,0.01,1.0,2,1,1,6,,,,true,false
1,6,false,0.5,1,true,6,1,0.5,0.01,0.01,0.5,1,stopwatch_1.jpg,pancake_2.jpg,false,false,pancake_2.jpg,stopwatch_1.jpg,true,0.01,0.5,2,1,1,6,,,,true,false
1,7,true,0.5,1,true,6,1,0.5,0.01,0.5,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,false,pancake_2.jpg,stopwatch_1.jpg,true,0.5,0.01,2,1,1,6,,,,true,false
1,8,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,false,pancake_2.jpg,stopwatch_1.jpg,true,1.0,0.01,2,1,1,6,,,,true,false
1,9,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,true,stopwatch_1.jpg,pancake_2.jpg,false,0.01,1.0,2,1,1,6,,,,true,false
1,10,true,1.0,1,true,6,1,1.0,0.01,1.0,0.01,1,stopwatch_1.jpg,pancake_2.jpg,false,true,stopwatch_1.jpg,pancake_2.jpg,false,0.01,1.0,2,1,1,6,,,,true,false
1,1,false,0.5,2,true,7,1,0.5,0.01,0.01,0.5,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,true,shopping_cart_1.jpg,stopwatch_2.jpg,true,0.01,0.5,2,1,1,7,,,,true,false
1,2,false,1.0,2,true,7,1,1.0,0.01,0.01,1.0,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,false,stopwatch_2.jpg,shopping_cart_1.jpg,false,1.0,0.01,2,1,1,7,,,,true,false
1,3,true,0.5,2,true,7,1,0.5,0.01,0.5,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,false,stopwatch_2.jpg,shopping_cart_1.jpg,false,0.01,0.5,2,1,1,7,,,,true,false
1,4,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,true,shopping_cart_1.jpg,stopwatch_2.jpg,true,1.0,0.01,2,1,1,7,,,,true,false
1,5,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,false,stopwatch_2.jpg,shopping_cart_1.jpg,false,0.01,1.0,2,1,1,7,,,,true,false
1,6,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,false,stopwatch_2.jpg,shopping_cart_1.jpg,false,0.01,1.0,2,1,1,7,,,,true,false
1,7,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,true,shopping_cart_1.jpg,stopwatch_2.jpg,true,1.0,0.01,2,1,1,7,,,,true,false
1,8,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,true,shopping_cart_1.jpg,stopwatch_2.jpg,true,1.0,0.01,2,1,1,7,,,,true,false
1,9,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,true,shopping_cart_1.jpg,stopwatch_2.jpg,true,1.0,0.01,2,1,1,7,,,,true,false
1,10,true,1.0,2,true,7,1,1.0,0.01,1.0,0.01,1,shopping_cart_1.jpg,stopwatch_2.jpg,true,false,stopwatch_2.jpg,shopping_cart_1.jpg,false,0.01,1.0,2,1,1,7,,,,true,false
1,1,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,true,accordion_1.jpg,shopping_cart_2.jpg,true,-0.01,-1.0,2,1,1,8,,,,true,false
1,2,true,0.5,1,true,8,-1,-0.01,-0.5,-0.01,-0.5,1,accordion_1.jpg,shopping_cart_2.jpg,true,false,shopping_cart_2.jpg,accordion_1.jpg,false,-0.5,-0.01,2,1,1,8,,,,true,false
1,3,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,true,accordion_1.jpg,shopping_cart_2.jpg,true,-0.01,-1.0,2,1,1,8,,,,true,false
1,4,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,true,accordion_1.jpg,shopping_cart_2.jpg,true,-0.01,-1.0,2,1,1,8,,,,true,false
1,5,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,false,shopping_cart_2.jpg,accordion_1.jpg,false,-1.0,-0.01,2,1,1,8,,,,true,false
1,6,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,false,shopping_cart_2.jpg,accordion_1.jpg,false,-1.0,-0.01,2,1,1,8,,,,true,false
1,7,false,0.5,1,true,8,-1,-0.01,-0.5,-0.5,-0.01,1,accordion_1.jpg,shopping_cart_2.jpg,true,false,shopping_cart_2.jpg,accordion_1.jpg,false,-0.01,-0.5,2,1,1,8,,,,true,false
1,8,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,true,accordion_1.jpg,shopping_cart_2.jpg,true,-0.01,-1.0,2,1,1,8,,,,true,false
1,9,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,true,accordion_1.jpg,shopping_cart_2.jpg,true,-0.01,-1.0,2,1,1,8,,,,true,false
1,10,true,1.0,1,true,8,-1,-0.01,-1.0,-0.01,-1.0,1,accordion_1.jpg,shopping_cart_2.jpg,true,false,shopping_cart_2.jpg,accordion_1.jpg,false,-1.0,-0.01,2,1,1,8,,,,true,false
1,1,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,false,accordion_2.jpg,modem_1.jpg,true,1.0,0.01,2,1,1,9,,,,true,false
1,2,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,true,modem_1.jpg,accordion_2.jpg,false,0.01,1.0,2,1,1,9,,,,true,false
1,3,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,true,modem_1.jpg,accordion_2.jpg,false,0.01,1.0,2,1,1,9,,,,true,false
1,4,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,true,modem_1.jpg,accordion_2.jpg,false,0.01,1.0,2,1,1,9,,,,true,false
1,5,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,false,accordion_2.jpg,modem_1.jpg,true,1.0,0.01,2,1,1,9,,,,true,false
1,6,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,false,accordion_2.jpg,modem_1.jpg,true,1.0,0.01,2,1,1,9,,,,true,false
1,7,true,1.0,2,true,9,1,1.0,0.01,1.0,0.01,1,modem_1.jpg,accordion_2.jpg,false,false,accordion_2.jpg,modem_1.jpg,true,1.0,0.01,2,1,1,9,,,,true,false
1,8,false,0.5,2,true,9,1,0.5,0.01,0.01,0.5,1,modem_1.jpg,accordion_2.jpg,false,true,modem_1.jpg,accordion_2.jpg,false,0.5,0.01,2,1,1,9,,,,true,false
1,9,true,0.5,2,true,9,1,0.5,0.01,0.5,0.01,1,modem_1.jpg,accordion_2.jpg,false,false,accordion_2.jpg,modem_1.jpg,true,0.5,0.01,2,1,1,9,,,,true,false
1,10,false,1.0,2,true,9,1,1.0,0.01,0.01,1.0,1,modem_1.jpg,accordion_2.jpg,false,true,modem_1.jpg,accordion_2.jpg,false,1.0,0.01,2,1,1,9,,,,true,false
1,1,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,false,modem_2.jpg,cellphone_1.jpg,false,-1.0,-0.01,2,1,1,10,,,,true,false
1,2,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,false,modem_2.jpg,cellphone_1.jpg,false,-1.0,-0.01,2,1,1,10,,,,true,false
1,3,true,0.5,1,true,10,-1,-0.01,-0.5,-0.01,-0.5,1,cellphone_1.jpg,modem_2.jpg,true,false,modem_2.jpg,cellphone_1.jpg,false,-0.5,-0.01,2,1,1,10,,,,true,false
1,4,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,true,cellphone_1.jpg,modem_2.jpg,true,-0.01,-1.0,2,1,1,10,,,,true,false
1,5,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,true,cellphone_1.jpg,modem_2.jpg,true,-0.01,-1.0,2,1,1,10,,,,true,false
1,6,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,false,modem_2.jpg,cellphone_1.jpg,false,-1.0,-0.01,2,1,1,10,,,,true,false
1,7,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,true,cellphone_1.jpg,modem_2.jpg,true,-0.01,-1.0,2,1,1,10,,,,true,false
1,8,true,1.0,1,true,10,-1,-0.01,-1.0,-0.01,-1.0,1,cellphone_1.jpg,modem_2.jpg,true,true,cellphone_1.jpg,modem_2.jpg,true,-0.01,-1.0,2,1,1,10,,,,true,false
1,9,false,1.0,1,true,10,-1,-0.01,-1.0,-1.0,-0.01,1,cellphone_1.jpg,modem_2.jpg,true,true,cellphone_1.jpg,modem_2.jpg,true,-1.0,-0.01,2,1,1,10,,,,true,false
1,10,true,0.5,1,true,10,-1,-0.01,-0.5,-0.01,-0.5,1,cellphone_1.jpg,modem_2.jpg,true,false,modem_2.jpg,cellphone_1.jpg,false,-0.5,-0.01,2,1,1,10,,,,true,false
1,1,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,true,football_1.jpg,cellphone_2.jpg,false,-1.0,-0.01,2,1,1,11,,,,true,false
1,2,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,false,cellphone_2.jpg,football_1.jpg,true,-0.01,-1.0,2,1,1,11,,,,true,false
1,3,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,false,cellphone_2.jpg,football_1.jpg,true,-0.01,-1.0,2,1,1,11,,,,true,false
1,4,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,false,cellphone_2.jpg,football_1.jpg,true,-0.01,-1.0,2,1,1,11,,,,true,false
1,5,false,0.5,2,true,11,-1,-0.01,-0.5,-0.5,-0.01,1,football_1.jpg,cellphone_2.jpg,false,true,football_1.jpg,cellphone_2.jpg,false,-0.01,-0.5,2,1,1,11,,,,true,false
1,6,true,0.5,2,true,11,-1,-0.01,-0.5,-0.01,-0.5,1,football_1.jpg,cellphone_2.jpg,false,true,football_1.jpg,cellphone_2.jpg,false,-0.5,-0.01,2,1,1,11,,,,true,false
1,7,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,false,cellphone_2.jpg,football_1.jpg,true,-0.01,-1.0,2,1,1,11,,,,true,false
1,8,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,true,football_1.jpg,cellphone_2.jpg,false,-1.0,-0.01,2,1,1,11,,,,true,false
1,9,true,1.0,2,true,11,-1,-0.01,-1.0,-0.01,-1.0,1,football_1.jpg,cellphone_2.jpg,false,true,football_1.jpg,cellphone_2.jpg,false,-1.0,-0.01,2,1,1,11,,,,true,false
1,10,false,1.0,2,true,11,-1,-0.01,-1.0,-1.0,-0.01,1,football_1.jpg,cellphone_2.jpg,false,false,cellphone_2.jpg,football_1.jpg,true,-1.0,-0.01,2,1,1,11,,,,true,false
1,1,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,false,football_2.jpg,camper_1.jpg,true,1.0,0.01,2,1,1,12,,,,true,false
1,2,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,true,camper_1.jpg,football_2.jpg,false,0.01,1.0,2,1,1,12,,,,true,false
1,3,false,0.5,2,true,12,1,0.5,0.01,0.01,0.5,1,camper_1.jpg,football_2.jpg,false,true,camper_1.jpg,football_2.jpg,false,0.5,0.01,2,1,1,12,,,,true,false
1,4,false,1.0,2,true,12,1,1.0,0.01,0.01,1.0,1,camper_1.jpg,football_2.jpg,false,true,camper_1.jpg,football_2.jpg,false,1.0,0.01,2,1,1,12,,,,true,false
1,5,true,0.5,2,true,12,1,0.5,0.01,0.5,0.01,1,camper_1.jpg,football_2.jpg,false,true,camper_1.jpg,football_2.jpg,false,0.01,0.5,2,1,1,12,,,,true,false
1,6,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,true,camper_1.jpg,football_2.jpg,false,0.01,1.0,2,1,1,12,,,,true,false
1,7,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,false,football_2.jpg,camper_1.jpg,true,1.0,0.01,2,1,1,12,,,,true,false
1,8,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,false,football_2.jpg,camper_1.jpg,true,1.0,0.01,2,1,1,12,,,,true,false
1,9,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,false,football_2.jpg,camper_1.jpg,true,1.0,0.01,2,1,1,12,,,,true,false
1,10,true,1.0,2,true,12,1,1.0,0.01,1.0,0.01,1,camper_1.jpg,football_2.jpg,false,false,football_2.jpg,camper_1.jpg,true,1.0,0.01,2,1,1,12,,,,true,false
1,1,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,false,camper_2.jpg,bagpipe_1.jpg,true,1.0,0.01,2,1,1,13,,,,true,false
1,2,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,false,camper_2.jpg,bagpipe_1.jpg,true,1.0,0.01,2,1,1,13,,,,true,false
1,3,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,false,camper_2.jpg,bagpipe_1.jpg,true,1.0,0.01,2,1,1,13,,,,true,false
