block,trial,stimulus_group,delay,feedback_optimal,stimulus_A,stimulus_B,stimulus_C,stimulus_ordering,stimulus_left,stimulus_middle,stimulus_right,feedback_left,feedback_middle,feedback_right,feedback_common,session,valence,appearance,stimulus_group_id,optimal_side,n_stimuli,optimal_right,present_pavlovian,n_groups,early_stop
1,37,1,1,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,13,1,left,3,,false,8,false
1,38,2,7,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,10,2,middle,3,,false,8,false
1,39,3,5,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,7,3,right,3,,false,8,false
1,40,5,7,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,6,5,right,3,,false,8,false
1,41,3,2,0.5,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,0.5,true,1,1,8,3,right,3,,false,8,false
1,42,1,5,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,14,1,left,3,,false,8,false
1,43,4,8,0.5,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,0.5,0.01,true,1,1,5,4,middle,3,,false,8,false
1,44,3,3,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,9,3,right,3,,false,8,false
1,45,1,3,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,15,1,left,3,,false,8,false
1,46,2,8,0.5,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,0.5,0.01,true,1,1,11,2,middle,3,,false,8,false
1,47,5,7,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,7,5,right,3,,false,8,false
1,48,1,3,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,16,1,left,3,,false,8,false
1,49,2,3,0.5,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,0.5,0.01,true,1,1,12,2,middle,3,,false,8,false
1,50,5,3,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,8,5,right,3,,false,8,false
1,51,3,7,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,10,3,right,3,,false,8,false
1,52,4,9,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,6,4,middle,3,,false,8,false
1,53,5,3,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,9,5,right,3,,false,8,false
1,54,3,3,0.5,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,0.5,true,1,1,11,3,right,3,,false,8,false
1,55,2,6,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,13,2,middle,3,,false,8,false
1,56,1,8,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,17,1,left,3,,false,8,false
1,57,4,5,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,7,4,middle,3,,false,8,false
1,58,1,2,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,18,1,left,3,,false,8,false
1,59,4,2,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,8,4,middle,3,,false,8,false
1,60,3,6,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,12,3,right,3,,false,8,false
1,61,5,8,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,10,5,right,3,,false,8,false
1,62,5,1,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,11,5,right,3,,false,8,false
1,63,1,5,1.0,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,1.0,0.01,0.01,true,1,1,19,1,left,3,,false,8,false
1,64,2,9,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,14,2,middle,3,,false,8,false
1,65,4,6,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,9,4,middle,3,,false,8,false
1,66,5,4,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,12,5,right,3,,false,8,false
1,67,3,7,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,13,3,right,3,,false,8,false
1,68,1,5,0.5,beaker_1.jpg,fork_1.jpg,rocking_chair_1.jpg,ACB,beaker_1.jpg,rocking_chair_1.jpg,fork_1.jpg,0.5,0.01,0.01,true,1,1,20,1,left,3,,false,8,false
1,69,6,0,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,1,6,left,3,,false,8,false
1,70,6,1,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,2,6,left,3,,false,8,false
1,71,4,6,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,10,4,middle,3,,false,8,false
1,72,3,5,1.0,shopping_cart_1.jpg,ski_1.jpg,racket_1.jpg,CBA,racket_1.jpg,ski_1.jpg,shopping_cart_1.jpg,0.01,0.01,1.0,true,1,1,14,3,right,3,,false,8,false
1,73,2,9,0.5,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,0.5,0.01,true,1,1,15,2,middle,3,,false,8,false
1,74,5,8,0.5,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,0.5,true,1,1,13,5,right,3,,false,8,false
1,75,2,2,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,16,2,middle,3,,false,8,false
1,76,2,1,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,17,2,middle,3,,false,8,false
1,77,5,3,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,14,5,right,3,,false,8,false
1,78,4,7,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,11,4,middle,3,,false,8,false
1,79,5,2,0.5,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,0.5,true,1,1,15,5,right,3,,false,8,false
1,80,6,10,0.5,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,0.5,0.01,0.01,true,1,1,3,6,left,3,,false,8,false
1,81,6,1,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,4,6,left,3,,false,8,false
1,82,4,4,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,12,4,middle,3,,false,8,false
1,83,2,7,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,18,2,middle,3,,false,8,false
1,84,4,2,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,13,4,middle,3,,false,8,false
1,85,5,6,0.5,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,0.5,true,1,1,16,5,right,3,,false,8,false
1,86,6,5,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,5,6,left,3,,false,8,false
1,87,2,4,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,19,2,middle,3,,false,8,false
1,88,6,2,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,6,6,left,3,,false,8,false
1,89,5,4,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,17,5,right,3,,false,8,false
1,90,4,6,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,14,4,middle,3,,false,8,false
1,91,2,4,1.0,pipe1_1.jpg,trampoline_1.jpg,chariot_1.jpg,CAB,chariot_1.jpg,pipe1_1.jpg,trampoline_1.jpg,0.01,1.0,0.01,true,1,1,20,2,middle,3,,false,8,false
1,92,7,0,1.0,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,ABC,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,1.0,0.01,0.01,true,1,1,1,7,left,3,,false,8,false
1,93,6,5,0.5,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,0.5,0.01,0.01,true,1,1,7,6,left,3,,false,8,false
1,94,4,4,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,15,4,middle,3,,false,8,false
1,95,6,2,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,8,6,left,3,,false,8,false
1,96,5,7,0.5,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,0.5,true,1,1,18,5,right,3,,false,8,false
1,97,4,3,1.0,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,1.0,0.01,true,1,1,16,4,middle,3,,false,8,false
1,98,6,3,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,9,6,left,3,,false,8,false
1,99,5,3,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,19,5,right,3,,false,8,false
1,100,7,8,1.0,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,ABC,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,1.0,0.01,0.01,true,1,1,2,7,left,3,,false,8,false
1,101,4,4,0.5,cantaloupe_1.jpg,mug_1.jpg,jeep_1.jpg,CAB,jeep_1.jpg,cantaloupe_1.jpg,mug_1.jpg,0.01,0.5,0.01,true,1,1,17,4,middle,3,,false,8,false
1,102,5,3,1.0,dresser_1.jpg,abacus_1.jpg,mulberry_1.jpg,BCA,abacus_1.jpg,mulberry_1.jpg,dresser_1.jpg,0.01,0.01,1.0,true,1,1,20,5,right,3,,false,8,false
1,103,8,0,1.0,pitcher_1.jpg,cymbal_1.jpg,sweeper_1.jpg,BCA,cymbal_1.jpg,sweeper_1.jpg,pitcher_1.jpg,0.01,0.01,1.0,true,1,1,1,8,right,3,,false,8,false
1,104,6,6,1.0,pin_1.jpg,cheeseburger_1.jpg,artichoke_1.jpg,ACB,pin_1.jpg,artichoke_1.jpg,cheeseburger_1.jpg,1.0,0.01,0.01,true,1,1,10,6,left,3,,false,8,false
1,105,8,2,1.0,pitcher_1.jpg,cymbal_1.jpg,sweeper_1.jpg,BCA,cymbal_1.jpg,sweeper_1.jpg,pitcher_1.jpg,0.01,0.01,1.0,true,1,1,2,8,right,3,,false,8,false
1,106,7,6,0.5,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,ABC,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,0.5,0.01,0.01,true,1,1,3,7,left,3,,false,8,false
1,107,8,2,0.5,pitcher_1.jpg,cymbal_1.jpg,sweeper_1.jpg,BCA,cymbal_1.jpg,sweeper_1.jpg,pitcher_1.jpg,0.01,0.01,0.5,true,1,1,3,8,right,3,,false,8,false
1,108,7,2,1.0,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,ABC,egg_roll_1.jpg,brick_1.jpg,microwave_1.jpg,1.0,0.01,0.01,true,1,1,4,7,left,3,,false,8,false
