image_nr,image_name,file_path,cr,concept,category_label,CR,CR_pcntile,cr_rank,filename
1174,baseball_08s.jpg,generate_experimental_sequences/THINGS/baseball/baseball_08s.jpg,0.85,baseball,sports equipment,0.806290623,71.24735729386892,2,baseball_1.jpg
1180,baseball_14s.jpg,generate_experimental_sequences/THINGS/baseball/baseball_14s.jpg,0.87804878,baseball,sports equipment,0.806290623,71.24735729386892,1,baseball_2.jpg
1194,baseball_bat_10s.jpg,generate_experimental_sequences/THINGS/baseball_bat/baseball_bat_10s.jpg,0.871794872,baseball_bat,sports equipment,0.807170963,72.2339675828048,1,baseball_bat_1.jpg
1195,baseball_bat_11s.jpg,generate_experimental_sequences/THINGS/baseball_bat/baseball_bat_11s.jpg,0.804878049,baseball_bat,sports equipment,0.807170963,72.2339675828048,2,baseball_bat_2.jpg
1247,basketball_06s.jpg,generate_experimental_sequences/THINGS/basketball/basketball_06s.jpg,0.8,basketball,sports equipment,0.808626786,73.36152219873149,1,basketball_2.jpg
1248,basketball_07s.jpg,generate_experimental_sequences/THINGS/basketball/basketball_07s.jpg,0.829268293,basketball,sports equipment,0.808626786,73.36152219873149,2,basketball_1.jpg
1375,bathtub_07s.jpg,generate_experimental_sequences/THINGS/bathtub/bathtub_07s.jpg,0.857142857,bathtub,container,0.786890699,50.3875968992248,1,bathtub_1.jpg
1388,bathtub_20s.jpg,generate_experimental_sequences/THINGS/bathtub/bathtub_20s.jpg,0.769230769,bathtub,container,0.786890699,50.3875968992248,2,bathtub_2.jpg
1469,battery_01b.jpg,generate_experimental_sequences/THINGS/battery/battery_01b.jpg,0.860465116,battery,NA,0.815216489,78.78787878787878,1,battery_1.jpg
1473,battery_05n.jpg,generate_experimental_sequences/THINGS/battery/battery_05n.jpg,0.825609756,battery,NA,0.815216489,78.78787878787878,2,battery_2.jpg
1520,bead_07s.jpg,generate_experimental_sequences/THINGS/bead/bead_07s.jpg,0.853658537,bead,NA,0.800544983,65.04580690627202,1,bead_2.jpg
1522,bead_09s.jpg,generate_experimental_sequences/THINGS/bead/bead_09s.jpg,0.7,bead,NA,0.800544983,65.04580690627202,2,bead_1.jpg
1557,beanbag_01b.jpg,generate_experimental_sequences/THINGS/beanbag/beanbag_01b.jpg,0.945945946,beanbag,furniture,0.829357711,89.00634249471459,1,beanbag_1.jpg
1560,beanbag_04s.jpg,generate_experimental_sequences/THINGS/beanbag/beanbag_04s.jpg,0.842105263,beanbag,furniture,0.829357711,89.00634249471459,2,beanbag_2.jpg
1843,bench_01b.jpg,generate_experimental_sequences/THINGS/bench/bench_01b.jpg,0.8,bench,furniture,0.813025719,77.02607470049331,2,bench_2.jpg
1850,bench_08s.jpg,generate_experimental_sequences/THINGS/bench/bench_08s.jpg,0.897435897,bench,furniture,0.813025719,77.02607470049331,1,bench_1.jpg
1871,bib_01n.jpg,generate_experimental_sequences/THINGS/bib/bib_01n.jpg,0.925,bib,NA,0.810135237,74.77096546863989,1,bib_2.jpg
1882,bib_12s.jpg,generate_experimental_sequences/THINGS/bib/bib_12s.jpg,0.804878049,bib,NA,0.810135237,74.77096546863989,2,bib_1.jpg
1923,bin_03s.jpg,generate_experimental_sequences/THINGS/bin/bin_03s.jpg,0.725,bin,container,0.805436787,70.47216349541931,2,bin_1.jpg
1930,bin_10s.jpg,generate_experimental_sequences/THINGS/bin/bin_10s.jpg,0.810810811,bin,container,0.805436787,70.47216349541931,1,bin_2.jpg
2054,biscuit_04s.jpg,generate_experimental_sequences/THINGS/biscuit/biscuit_04s.jpg,0.829268293,biscuit,food,0.831313361,90.13389711064129,1,biscuit_1.jpg
2056,biscuit_06s.jpg,generate_experimental_sequences/THINGS/biscuit/biscuit_06s.jpg,0.804878049,biscuit,food,0.831313361,90.13389711064129,2,biscuit_2.jpg
2131,blimp_03n.jpg,generate_experimental_sequences/THINGS/blimp/blimp_03n.jpg,0.923076923,blimp,NA,0.822337283,84.49612403100775,2,blimp_1.jpg
2132,blimp_04n.jpg,generate_experimental_sequences/THINGS/blimp/blimp_04n.jpg,0.756097561,blimp,NA,0.822337283,84.49612403100775,1,blimp_2.jpg
2211,block_14s.jpg,generate_experimental_sequences/THINGS/block/block_14s.jpg,0.846153846,block,NA,0.818365637,81.74770965468639,1,block_1.jpg
2212,block_15s.jpg,generate_experimental_sequences/THINGS/block/block_15s.jpg,0.780487805,block,NA,0.818365637,81.74770965468639,2,block_2.jpg
2229,blower_01b.jpg,generate_experimental_sequences/THINGS/blower/blower_01b.jpg,0.928571429,blower,electronic device,0.845087539,95.56025369978859,1,blower_2.jpg
2237,blower_09s.jpg,generate_experimental_sequences/THINGS/blower/blower_09s.jpg,0.804878049,blower,electronic device,0.845087539,95.56025369978859,2,blower_1.jpg
2516,bonsai_03s.jpg,generate_experimental_sequences/THINGS/bonsai/bonsai_03s.jpg,0.820512821,bonsai,home decor,0.788049911,51.656095842142356,2,bonsai_1.jpg
2520,bonsai_07s.jpg,generate_experimental_sequences/THINGS/bonsai/bonsai_07s.jpg,0.775,bonsai,home decor,0.788049911,51.656095842142356,1,bonsai_2.jpg
2577,boomerang_10s.jpg,generate_experimental_sequences/THINGS/boomerang/boomerang_10s.jpg,0.833333333,boomerang,toy,0.849419947,97.04016913319239,2,boomerang_1.jpg
2579,boomerang_12s.jpg,generate_experimental_sequences/THINGS/boomerang/boomerang_12s.jpg,0.947368421,boomerang,toy,0.849419947,97.04016913319239,1,boomerang_2.jpg
2732,bowling_ball_06s.jpg,generate_experimental_sequences/THINGS/bowling_ball/bowling_ball_06s.jpg,0.871794872,bowling_ball,sports equipment,0.831637578,90.20436927413672,2,bowling_ball_1.jpg
2740,bowling_ball_14s.jpg,generate_experimental_sequences/THINGS/bowling_ball/bowling_ball_14s.jpg,0.707317073,bowling_ball,sports equipment,0.831637578,90.20436927413672,1,bowling_ball_2.jpg
2785,boxing_gloves_02s.jpg,generate_experimental_sequences/THINGS/boxing_gloves/boxing_gloves_02s.jpg,0.87804878,boxing_gloves,sports equipment,0.83040051,89.71106412966878,1,boxing_gloves_1.jpg
2786,boxing_gloves_03s.jpg,generate_experimental_sequences/THINGS/boxing_gloves/boxing_gloves_03s.jpg,0.871794872,boxing_gloves,sports equipment,0.83040051,89.71106412966878,2,boxing_gloves_2.jpg
2877,bracket_01b.jpg,generate_experimental_sequences/THINGS/bracket/bracket_01b.jpg,0.675,bracket,NA,0.808100435,73.07963354474983,2,bracket_2.jpg
2890,bracket_14s.jpg,generate_experimental_sequences/THINGS/bracket/bracket_14s.jpg,0.829268293,bracket,NA,0.808100435,73.07963354474983,1,bracket_1.jpg
2982,breadstick_03s.jpg,generate_experimental_sequences/THINGS/breadstick/breadstick_03s.jpg,0.875,breadstick,food,0.837891197,93.02325581395348,1,breadstick_1.jpg
2993,breadstick_14s.jpg,generate_experimental_sequences/THINGS/breadstick/breadstick_14s.jpg,0.756097561,breadstick,food,0.837891197,93.02325581395348,2,breadstick_2.jpg
3025,brick_05s.jpg,generate_experimental_sequences/THINGS/brick/brick_05s.jpg,0.853658537,brick,NA,0.846260646,96.12403100775194,2,brick_2.jpg
3030,brick_10s.jpg,generate_experimental_sequences/THINGS/brick/brick_10s.jpg,0.902439024,brick,NA,0.846260646,96.12403100775194,1,brick_1.jpg
3038,briefcase_04s.jpg,generate_experimental_sequences/THINGS/briefcase/briefcase_04s.jpg,0.860465116,briefcase,container,0.798868747,63.70683579985905,2,briefcase_1.jpg
3041,briefcase_07s.jpg,generate_experimental_sequences/THINGS/briefcase/briefcase_07s.jpg,0.825,briefcase,container,0.798868747,63.70683579985905,1,briefcase_2.jpg
3053,broccoli_06s.jpg,generate_experimental_sequences/THINGS/broccoli/broccoli_06s.jpg,0.7,broccoli,food,0.851011878,97.32205778717406,1,broccoli_2.jpg
3059,broccoli_12s.jpg,generate_experimental_sequences/THINGS/broccoli/broccoli_12s.jpg,0.952380952,broccoli,food,0.851011878,97.32205778717406,2,broccoli_1.jpg
3079,broom_06s.jpg,generate_experimental_sequences/THINGS/broom/broom_06s.jpg,0.842105263,broom,tool,0.809688042,74.34813248766737,2,broom_2.jpg
3081,broom_08s.jpg,generate_experimental_sequences/THINGS/broom/broom_08s.jpg,0.8,broom,tool,0.809688042,74.34813248766737,1,broom_1.jpg
3087,brownie_02s.jpg,generate_experimental_sequences/THINGS/brownie/brownie_02s.jpg,0.804878049,brownie,dessert,0.827751671,87.9492600422833,1,brownie_1.jpg
3097,brownie_12s.jpg,generate_experimental_sequences/THINGS/brownie/brownie_12s.jpg,0.8,brownie,dessert,0.827751671,87.9492600422833,2,brownie_2.jpg
3106,brush_03s.jpg,generate_experimental_sequences/THINGS/brush/brush_03s.jpg,0.731707317,brush,tool,0.828951932,88.79492600422833,1,brush_2.jpg
3108,brush_05s.jpg,generate_experimental_sequences/THINGS/brush/brush_05s.jpg,0.87804878,brush,tool,0.828951932,88.79492600422833,2,brush_1.jpg
3141,bubble_wrap_01b.jpg,generate_experimental_sequences/THINGS/bubble_wrap/bubble_wrap_01b.jpg,0.794871795,bubble_wrap,NA,0.835453468,92.03664552501762,2,bubble_wrap_2.jpg
3149,bubble_wrap_09s.jpg,generate_experimental_sequences/THINGS/bubble_wrap/bubble_wrap_09s.jpg,0.825,bubble_wrap,NA,0.835453468,92.03664552501762,1,bubble_wrap_1.jpg
3312,bun_08s.jpg,generate_experimental_sequences/THINGS/bun/bun_08s.jpg,0.902439024,bun,food,0.845844129,95.9830866807611,2,bun_1.jpg
3316,bun_12s.jpg,generate_experimental_sequences/THINGS/bun/bun_12s.jpg,0.857142857,bun,food,0.845844129,95.9830866807611,1,bun_2.jpg
3333,bunkbed_05s.jpg,generate_experimental_sequences/THINGS/bunkbed/bunkbed_05s.jpg,0.731707317,bunkbed,furniture,0.820665555,83.5799859055673,1,bunkbed_2.jpg
3338,bunkbed_10s.jpg,generate_experimental_sequences/THINGS/bunkbed/bunkbed_10s.jpg,0.897435897,bunkbed,furniture,0.820665555,83.5799859055673,2,bunkbed_1.jpg
3357,burner_02s.jpg,generate_experimental_sequences/THINGS/burner/burner_02s.jpg,0.815789474,burner,kitchen appliance,0.784657509,48.132487667371386,1,burner_1.jpg
3359,burner_04s.jpg,generate_experimental_sequences/THINGS/burner/burner_04s.jpg,0.743589744,burner,kitchen appliance,0.784657509,48.132487667371386,2,burner_2.jpg
3410,butter_07s.jpg,generate_experimental_sequences/THINGS/butter/butter_07s.jpg,0.875,butter,food,0.832093893,90.41578576462297,1,butter_2.jpg
3415,butter_12s.jpg,generate_experimental_sequences/THINGS/butter/butter_12s.jpg,0.775,butter,food,0.832093893,90.41578576462297,2,butter_1.jpg
3456,button2_02s.jpg,generate_experimental_sequences/THINGS/button2/button2_02s.jpg,0.925,button2,NA,0.80669131,71.59971811134602,2,button2_2.jpg
3459,button2_05s.jpg,generate_experimental_sequences/THINGS/button2/button2_05s.jpg,0.804878049,button2,NA,0.80669131,71.59971811134602,1,button2_1.jpg
3477,cabbage_11s.jpg,generate_experimental_sequences/THINGS/cabbage/cabbage_11s.jpg,0.904761905,cabbage,food,0.847882455,96.61733615221986,2,cabbage_1.jpg
3479,cabbage_13n.jpg,generate_experimental_sequences/THINGS/cabbage/cabbage_13n.jpg,0.857142857,cabbage,food,0.847882455,96.61733615221986,1,cabbage_2.jpg
3497,cable_04s.jpg,generate_experimental_sequences/THINGS/cable/cable_04s.jpg,0.8,cable,NA,0.795453679,60.04228329809725,2,cable_2.jpg
3502,cable_09s.jpg,generate_experimental_sequences/THINGS/cable/cable_09s.jpg,0.825,cable,NA,0.795453679,60.04228329809725,1,cable_1.jpg
3511,cactus_06s.jpg,generate_experimental_sequences/THINGS/cactus/cactus_06s.jpg,0.692307692,cactus,plant,0.777630167,40.5214940098661,1,cactus_2.jpg
3515,cactus_10s.jpg,generate_experimental_sequences/THINGS/cactus/cactus_10s.jpg,0.634146341,cactus,plant,0.777630167,40.5214940098661,2,cactus_1.jpg
3580,calculator_10n.jpg,generate_experimental_sequences/THINGS/calculator/calculator_10n.jpg,0.853658537,calculator,NA,0.807444647,72.65680056377731,1,calculator_2.jpg
3584,calculator_14s.jpg,generate_experimental_sequences/THINGS/calculator/calculator_14s.jpg,0.85,calculator,NA,0.807444647,72.65680056377731,2,calculator_1.jpg
3641,camel_03s.jpg,generate_experimental_sequences/THINGS/camel/camel_03s.jpg,0.780487805,camel,animal,0.834515237,91.68428470754051,2,camel_2.jpg
3645,camel_07s.jpg,generate_experimental_sequences/THINGS/camel/camel_07s.jpg,0.926829268,camel,animal,0.834515237,91.68428470754051,1,camel_1.jpg
3704,can_03s.jpg,generate_experimental_sequences/THINGS/can/can_03s.jpg,0.756097561,can,container,0.786063903,49.54193093727978,2,can_2.jpg
3709,can_08s.jpg,generate_experimental_sequences/THINGS/can/can_08s.jpg,0.842105263,can,container,0.786063903,49.54193093727978,1,can_1.jpg
3749,candle_07n.jpg,generate_experimental_sequences/THINGS/candle/candle_07n.jpg,0.825,candle,home decor,0.783228863,47.14587737843552,2,candle_1.jpg
3753,candle_11n.jpg,generate_experimental_sequences/THINGS/candle/candle_11n.jpg,0.75,candle,home decor,0.783228863,47.14587737843552,1,candle_2.jpg
3780,candy_12s.jpg,generate_experimental_sequences/THINGS/candy/candy_12s.jpg,0.833333333,candy,food,0.825694197,86.5398167723749,2,candy_1.jpg
3781,candy_13s.jpg,generate_experimental_sequences/THINGS/candy/candy_13s.jpg,0.902439024,candy,food,0.825694197,86.5398167723749,1,candy_2.jpg
3789,candy_bar_08s.jpg,generate_experimental_sequences/THINGS/candy_bar/candy_bar_08s.jpg,0.9,candy_bar,food,0.872834398,99.92952783650459,2,candy_bar_2.jpg
3793,candy_bar_12s.jpg,generate_experimental_sequences/THINGS/candy_bar/candy_bar_12s.jpg,0.871794872,candy_bar,food,0.872834398,99.92952783650459,1,candy_bar_1.jpg
3799,candy_cane_06s.jpg,generate_experimental_sequences/THINGS/candy_cane/candy_cane_06s.jpg,0.8,candy_cane,food,0.827452348,87.73784355179704,2,candy_cane_1.jpg
3804,candy_cane_11s.jpg,generate_experimental_sequences/THINGS/candy_cane/candy_cane_11s.jpg,0.87804878,candy_cane,food,0.827452348,87.73784355179704,1,candy_cane_2.jpg
3825,canister_08s.jpg,generate_experimental_sequences/THINGS/canister/canister_08s.jpg,0.871794872,canister,container,0.797568335,62.22692036645525,2,canister_1.jpg
3827,canister_10s.jpg,generate_experimental_sequences/THINGS/canister/canister_10s.jpg,0.780487805,canister,container,0.797568335,62.22692036645525,1,canister_2.jpg
3863,canoe_03s.jpg,generate_experimental_sequences/THINGS/canoe/canoe_03s.jpg,0.853658537,canoe,vehicle,0.809629295,74.27766032417196,2,canoe_2.jpg
3865,canoe_05s.jpg,generate_experimental_sequences/THINGS/canoe/canoe_05s.jpg,0.906976744,canoe,vehicle,0.809629295,74.27766032417196,1,canoe_1.jpg
3920,cap_10s.jpg,generate_experimental_sequences/THINGS/cap/cap_10s.jpg,0.75,cap,NA,0.814747111,78.29457364341084,2,cap_2.jpg
3924,cap_14s.jpg,generate_experimental_sequences/THINGS/cap/cap_14s.jpg,0.85,cap,NA,0.814747111,78.29457364341084,1,cap_1.jpg
3986,caramel_10s.jpg,generate_experimental_sequences/THINGS/caramel/caramel_10s.jpg,0.95,caramel,dessert,0.84554464,95.91261451726568,2,caramel_1.jpg
3988,caramel_12s.jpg,generate_experimental_sequences/THINGS/caramel/caramel_12s.jpg,0.857142857,caramel,dessert,0.84554464,95.91261451726568,1,caramel_2.jpg
4001,card_12s.jpg,generate_experimental_sequences/THINGS/card/card_12s.jpg,0.85,card,NA,0.82342586,85.05990133897112,2,card_2.jpg
4004,card_15s.jpg,generate_experimental_sequences/THINGS/card/card_15s.jpg,0.897435897,card,NA,0.82342586,85.05990133897112,1,card_1.jpg
4010,cardboard_06s.jpg,generate_experimental_sequences/THINGS/cardboard/cardboard_06s.jpg,0.911111111,cardboard,NA,0.817927127,81.32487667371389,1,cardboard_1.jpg
4013,cardboard_09s.jpg,generate_experimental_sequences/THINGS/cardboard/cardboard_09s.jpg,0.75,cardboard,NA,0.817927127,81.32487667371389,2,cardboard_2.jpg
4075,carrot_01b.jpg,generate_experimental_sequences/THINGS/carrot/carrot_01b.jpg,0.947368421,carrot,food,0.854378795,97.95630725863283,1,carrot_1.jpg
4081,carrot_07s.jpg,generate_experimental_sequences/THINGS/carrot/carrot_07s.jpg,0.914893617,carrot,food,0.854378795,97.95630725863283,2,carrot_2.jpg
4131,cashew_09s.jpg,generate_experimental_sequences/THINGS/cashew/cashew_09s.jpg,0.658536585,cashew,food,0.832492115,90.76814658210007,1,cashew_2.jpg
4134,cashew_12s.jpg,generate_experimental_sequences/THINGS/cashew/cashew_12s.jpg,0.894736842,cashew,food,0.832492115,90.76814658210007,2,cashew_1.jpg
4155,cassette_06s.jpg,generate_experimental_sequences/THINGS/cassette/cassette_06s.jpg,0.825,cassette,NA,0.819102796,82.38195912614518,2,cassette_2.jpg
4159,cassette_10s.jpg,generate_experimental_sequences/THINGS/cassette/cassette_10s.jpg,0.682926829,cassette,NA,0.819102796,82.38195912614518,1,cassette_1.jpg
4164,cat_03s.jpg,generate_experimental_sequences/THINGS/cat/cat_03s.jpg,0.710526316,cat,animal,0.840384402,93.93939393939394,2,cat_2.jpg
4172,cat_11s.jpg,generate_experimental_sequences/THINGS/cat/cat_11s.jpg,0.904761905,cat,animal,0.840384402,93.93939393939394,1,cat_1.jpg
4227,cauliflower_09s.jpg,generate_experimental_sequences/THINGS/cauliflower/cauliflower_09s.jpg,0.853658537,cauliflower,food,0.841513309,94.5031712473573,1,cauliflower_2.jpg
4233,cauliflower_15s.jpg,generate_experimental_sequences/THINGS/cauliflower/cauliflower_15s.jpg,0.789473684,cauliflower,food,0.841513309,94.5031712473573,2,cauliflower_1.jpg
4244,caviar_10s.jpg,generate_experimental_sequences/THINGS/caviar/caviar_10s.jpg,0.842105263,caviar,food,0.825503944,86.25792811839324,1,caviar_1.jpg
4247,caviar_13s.jpg,generate_experimental_sequences/THINGS/caviar/caviar_13s.jpg,0.744186047,caviar,food,0.825503944,86.25792811839324,2,caviar_2.jpg
4253,cd_player_06s.jpg,generate_experimental_sequences/THINGS/cd_player/cd_player_06s.jpg,0.829268293,cd_player,electronic device,0.799412098,64.12966878083157,2,cd_player_2.jpg
4259,cd_player_12s.jpg,generate_experimental_sequences/THINGS/cd_player/cd_player_12s.jpg,0.789473684,cd_player,electronic device,0.799412098,64.12966878083157,1,cd_player_1.jpg
4266,celery_07s.jpg,generate_experimental_sequences/THINGS/celery/celery_07s.jpg,0.95,celery,food,0.836983308,92.67089499647639,2,celery_2.jpg
4270,celery_11s.jpg,generate_experimental_sequences/THINGS/celery/celery_11s.jpg,0.756097561,celery,food,0.836983308,92.67089499647639,1,celery_1.jpg
4276,cello_05s.jpg,generate_experimental_sequences/THINGS/cello/cello_05s.jpg,0.853658537,cello,musical instrument,0.787658762,51.37420718816068,1,cello_1.jpg
4281,cello_10s.jpg,generate_experimental_sequences/THINGS/cello/cello_10s.jpg,0.684210526,cello,musical instrument,0.787658762,51.37420718816068,2,cello_2.jpg
4295,cellphone_10s.jpg,generate_experimental_sequences/THINGS/cellphone/cellphone_10s.jpg,0.634146341,cellphone,electronic device,0.803484468,68.28752642706131,1,cellphone_2.jpg
4296,cellphone_11s.jpg,generate_experimental_sequences/THINGS/cellphone/cellphone_11s.jpg,0.763157895,cellphone,electronic device,0.803484468,68.28752642706131,2,cellphone_1.jpg
4414,chalk_04s.jpg,generate_experimental_sequences/THINGS/chalk/chalk_04s.jpg,0.688888889,chalk,NA,0.832143108,90.48625792811839,1,chalk_2.jpg
4421,chalk_11s.jpg,generate_experimental_sequences/THINGS/chalk/chalk_11s.jpg,0.795454545,chalk,NA,0.832143108,90.48625792811839,2,chalk_1.jpg
4426,chalkboard_03s.jpg,generate_experimental_sequences/THINGS/chalkboard/chalkboard_03s.jpg,0.794871795,chalkboard,NA,0.795014927,59.26708949964764,2,chalkboard_1.jpg
4429,chalkboard_06s.jpg,generate_experimental_sequences/THINGS/chalkboard/chalkboard_06s.jpg,0.825,chalkboard,NA,0.795014927,59.26708949964764,1,chalkboard_2.jpg
4539,checkers_03s.jpg,generate_experimental_sequences/THINGS/checkers/checkers_03s.jpg,0.951219512,checkers,NA,0.819701275,82.94573643410853,1,checkers_2.jpg
4542,checkers_06s.jpg,generate_experimental_sequences/THINGS/checkers/checkers_06s.jpg,0.794871795,checkers,NA,0.819701275,82.94573643410853,2,checkers_1.jpg
4567,cheeseburger_04n.jpg,generate_experimental_sequences/THINGS/cheeseburger/cheeseburger_04n.jpg,0.804878049,cheeseburger,food,0.843930766,95.41930937279774,2,cheeseburger_1.jpg
4573,cheeseburger_10s.jpg,generate_experimental_sequences/THINGS/cheeseburger/cheeseburger_10s.jpg,0.975609756,cheeseburger,food,0.843930766,95.41930937279774,1,cheeseburger_2.jpg
4594,cheetah_04s.jpg,generate_experimental_sequences/THINGS/cheetah/cheetah_04s.jpg,0.769230769,cheetah,animal,0.8235211,85.13037350246653,1,cheetah_1.jpg
4596,cheetah_06s.jpg,generate_experimental_sequences/THINGS/cheetah/cheetah_06s.jpg,0.744186047,cheetah,animal,0.8235211,85.13037350246653,2,cheetah_2.jpg
4616,chess_piece_01b.jpg,generate_experimental_sequences/THINGS/chess_piece/chess_piece_01b.jpg,0.897435897,chess_piece,NA,0.795073725,59.40803382663847,1,chess_piece_1.jpg
4622,chess_piece_07s.jpg,generate_experimental_sequences/THINGS/chess_piece/chess_piece_07s.jpg,0.738095238,chess_piece,NA,0.795073725,59.40803382663847,2,chess_piece_2.jpg
4670,chick_04s.jpg,generate_experimental_sequences/THINGS/chick/chick_04s.jpg,0.875,chick,animal,0.817560061,80.90204369274136,2,chick_1.jpg
4678,chick_12s.jpg,generate_experimental_sequences/THINGS/chick/chick_12s.jpg,0.846153846,chick,animal,0.817560061,80.90204369274136,1,chick_2.jpg
4725,chickpea_09s.jpg,generate_experimental_sequences/THINGS/chickpea/chickpea_09s.jpg,0.921052632,chickpea,food,0.851021482,97.39252995066948,1,chickpea_1.jpg
4731,chickpea_15s.jpg,generate_experimental_sequences/THINGS/chickpea/chickpea_15s.jpg,0.815789474,chickpea,food,0.851021482,97.39252995066948,2,chickpea_2.jpg
4732,chihuahua_01b.jpg,generate_experimental_sequences/THINGS/chihuahua/chihuahua_01b.jpg,0.923076923,chihuahua,animal,0.841489282,94.43269908386188,1,chihuahua_2.jpg
4733,chihuahua_02s.jpg,generate_experimental_sequences/THINGS/chihuahua/chihuahua_02s.jpg,0.897435897,chihuahua,animal,0.841489282,94.43269908386188,2,chihuahua_1.jpg
4826,chip_03s.jpg,generate_experimental_sequences/THINGS/chip/chip_03s.jpg,0.804878049,chip,NA,0.811603571,75.61663143058493,1,chip_2.jpg
4829,chip_06n.jpg,generate_experimental_sequences/THINGS/chip/chip_06n.jpg,0.731707317,chip,NA,0.811603571,75.61663143058493,2,chip_1.jpg
4884,chive_05s.jpg,generate_experimental_sequences/THINGS/chive/chive_05s.jpg,0.717948718,chive,food,0.834568529,91.75475687103594,1,chive_2.jpg
4889,chive_10s.jpg,generate_experimental_sequences/THINGS/chive/chive_10s.jpg,0.820512821,chive,food,0.834568529,91.75475687103594,2,chive_1.jpg
4907,chopsticks_02s.jpg,generate_experimental_sequences/THINGS/chopsticks/chopsticks_02s.jpg,0.9,chopsticks,tool,0.817175215,80.40873854827343,2,chopsticks_2.jpg
4910,chopsticks_05s.jpg,generate_experimental_sequences/THINGS/chopsticks/chopsticks_05s.jpg,0.8,chopsticks,tool,0.817175215,80.40873854827343,1,chopsticks_1.jpg
4934,christmas_tree_02s.jpg,generate_experimental_sequences/THINGS/christmas_tree/christmas_tree_02s.jpg,0.842105263,christmas_tree,home decor,0.786893859,50.45806906272022,2,christmas_tree_1.jpg
4938,christmas_tree_06s.jpg,generate_experimental_sequences/THINGS/christmas_tree/christmas_tree_06s.jpg,0.804878049,christmas_tree,home decor,0.786893859,50.45806906272022,1,christmas_tree_2.jpg
5050,cinnamon_04s.jpg,generate_experimental_sequences/THINGS/cinnamon/cinnamon_04s.jpg,0.953488372,cinnamon,food,0.84185183,94.57364341085271,2,cinnamon_2.jpg
